,Response Time seconds,Battalion,Year_Month,,,
13047,688,B02,2019-08,,,
13048,1533,B02,2019-08,,,
13049,268,B02,2019-08,,,
13053,2577,B02,2019-08,,,
13060,306,B02,2019-08,,,
13061,583,B02,2019-08,,,
13071,862,B02,2019-08,,,
13074,231,B02,2019-08,,,
13079,180,B02,2019-08,,,
13084,537,B02,2019-08,,,
13085,284,B02,2019-08,,,
13088,372,B02,2019-08,,,
13090,459,B02,2019-08,,,
13092,394,B02,2019-08,,,
13095,747,B02,2019-08,,,
13096,778,B02,2019-08,,,
13100,366,B02,2019-08,,,
13108,267,B02,2019-08,,,
13112,316,B02,2019-08,,,
13113,314,B02,2019-08,,,
13116,676,B02,2019-08,,,
13118,1550,B02,2019-08,,,
13121,213,B02,2019-08,,,
13126,922,B02,2019-08,,,
13129,365,B02,2019-08,,,
13130,814,B02,2019-08,,,
13142,128,B02,2019-08,,,
13144,665,B02,2019-08,,,
13145,414,B02,2019-08,,,
13165,333,B02,2019-08,,,
13167,302,B02,2019-08,,,
13169,386,B02,2019-08,,,
13170,238,B02,2019-08,,,
13172,361,B02,2019-08,,,
13181,312,B02,2019-08,,,
13186,1125,B02,2019-08,,,
13195,466,B02,2019-08,,,
13197,630,B02,2019-08,,,
13218,751,B02,2019-08,,,
13224,328,B02,2019-08,,,
13227,210,B02,2019-08,,,
13234,499,B02,2019-08,,,
13235,616,B02,2019-08,,,
13241,144,B02,2019-08,,,
13256,241,B02,2019-08,,,
13257,960,B02,2019-08,,,
13260,284,B02,2019-08,,,
13264,581,B02,2019-08,,,
13266,284,B02,2019-08,,,
13275,343,B02,2019-08,,,
13277,387,B02,2019-08,,,
13282,431,B02,2019-08,,,
13284,341,B02,2019-08,,,
13287,459,B02,2019-08,,,
13295,244,B02,2019-08,,,
13300,807,B02,2019-08,,,
13305,302,B02,2019-08,,,
13311,365,B02,2019-08,,,
13313,335,B02,2019-08,,,
13314,323,B02,2019-08,,,
13319,288,B02,2019-08,,,
13321,620,B02,2019-08,,,
13327,297,B02,2019-08,,,
13336,367,B02,2019-08,,,
13351,638,B02,2019-08,,,
13368,403,B02,2019-08,,,
13369,429,B02,2019-08,,,
13370,257,B02,2019-08,,,
13372,390,B02,2019-08,,,
13381,1695,B02,2019-08,,,
13386,480,B02,2019-08,,,
13389,530,B02,2019-08,,,
13391,1074,B02,2019-08,,,
13392,253,B02,2019-08,,,
13397,344,B02,2019-08,,,
13401,242,B02,2019-08,,,
13405,781,B02,2019-08,,,
13410,267,B02,2019-08,,,
13411,227,B02,2019-08,,,
13413,577,B02,2019-08,,,
13417,492,B02,2019-08,,,
13418,921,B02,2019-08,,,
13428,314,B02,2019-08,,,
13429,1264,B02,2019-08,,,
13433,257,B02,2019-08,,,
13434,664,B02,2019-08,,,
13437,259,B02,2019-08,,,
13438,344,B02,2019-08,,,
13439,392,B02,2019-08,,,
13440,2058,B02,2019-08,,,
13451,441,B02,2019-08,,,
13456,274,B02,2019-08,,,
13458,565,B02,2019-08,,,
13459,1354,B02,2019-08,,,
13467,330,B02,2019-08,,,
13473,438,B02,2019-08,,,
13476,492,B02,2019-08,,,
13484,634,B02,2019-08,,,
13485,298,B02,2019-08,,,
13489,382,B02,2019-08,,,
13494,276,B02,2019-08,,,
13495,457,B02,2019-08,,,
13498,313,B02,2019-08,,,
13499,434,B02,2019-08,,,
13503,339,B02,2019-08,,,
13504,344,B02,2019-08,,,
13507,408,B02,2019-08,,,
13512,316,B02,2019-08,,,
13517,691,B02,2019-08,,,
13522,334,B02,2019-08,,,
13525,303,B02,2019-08,,,
13526,0,B02,2019-08,,,
13530,1145,B02,2019-08,,,
13536,907,B02,2019-08,,,
13539,286,B02,2019-08,,,
13540,950,B02,2019-08,,,
13542,319,B02,2019-08,,,
13543,518,B02,2019-08,,,
13544,778,B02,2019-08,,,
13549,293,B02,2019-08,,,
13551,533,B02,2019-08,,,
13552,281,B02,2019-08,,,
13557,409,B02,2019-08,,,
13559,374,B02,2019-08,,,
13561,378,B02,2019-08,,,
13563,672,B02,2019-08,,,
13568,432,B02,2019-08,,,
13570,405,B02,2019-08,,,
13571,186,B02,2019-08,,,
13575,540,B02,2019-08,,,
13579,699,B02,2019-08,,,
13583,905,B02,2019-08,,,
13592,1008,B02,2019-08,,,
13593,486,B02,2019-08,,,
13594,295,B02,2019-08,,,
13601,335,B02,2019-08,,,
13606,175,B02,2019-08,,,
13608,1051,B02,2019-08,,,
13614,322,B02,2019-08,,,
13619,1539,B02,2019-08,,,
13623,558,B02,2019-08,,,
13624,256,B02,2019-08,,,
13625,563,B02,2019-08,,,
13628,292,B02,2019-08,,,
13630,344,B02,2019-08,,,
13631,648,B02,2019-08,,,
13634,444,B02,2019-08,,,
13654,382,B02,2019-08,,,
13657,1547,B02,2019-08,,,
13658,437,B02,2019-08,,,
13662,817,B02,2019-08,,,
13663,570,B02,2019-08,,,
13667,254,B02,2019-08,,,
13668,767,B02,2019-08,,,
13669,950,B02,2019-08,,,
13672,445,B02,2019-08,,,
13683,207,B02,2019-08,,,
13686,283,B02,2019-08,,,
13691,1669,B02,2019-08,,,
13694,281,B02,2019-08,,,
13699,739,B02,2019-08,,,
13711,465,B02,2019-08,,,
13716,376,B02,2019-08,,,
13718,482,B02,2019-08,,,
13721,1511,B02,2019-08,,,
13728,486,B02,2019-08,,,
13732,745,B02,2019-08,,,
13734,865,B02,2019-08,,,
13737,1355,B02,2019-08,,,
13738,166,B02,2019-08,,,
13743,446,B02,2019-08,,,
13748,2297,B02,2019-08,,,
13752,628,B02,2019-08,,,
13754,284,B02,2019-08,,,
13755,381,B02,2019-08,,,
13759,404,B02,2019-08,,,
13765,662,B02,2019-08,,,
13766,593,B02,2019-08,,,
13768,468,B02,2019-08,,,
13769,731,B02,2019-08,,,
13772,267,B02,2019-08,,,
13779,270,B02,2019-08,,,
13783,533,B02,2019-08,,,
13788,937,B02,2019-08,,,
13792,352,B02,2019-08,,,
13796,485,B02,2019-08,,,
13797,259,B02,2019-08,,,
13801,294,B02,2019-08,,,
13804,332,B02,2019-08,,,
13807,421,B02,2019-08,,,
13809,1199,B02,2019-08,,,
13810,1650,B02,2019-08,,,
13811,647,B02,2019-08,,,
13827,671,B02,2019-08,,,
13831,758,B02,2019-08,,,
13835,411,B02,2019-08,,,
13837,523,B02,2019-08,,,
13844,315,B02,2019-08,,,
13845,1027,B02,2019-08,,,
13851,322,B02,2019-08,,,
13852,273,B02,2019-08,,,
13874,764,B02,2019-08,,,
13887,589,B02,2019-08,,,
13889,646,B02,2019-08,,,
13890,282,B02,2019-08,,,
13891,294,B02,2019-08,,,
13912,311,B02,2019-08,,,
13921,1593,B02,2019-08,,,
13922,556,B02,2019-08,,,
13924,322,B02,2019-08,,,
13925,123,B02,2019-08,,,
13927,157,B02,2019-08,,,
13928,536,B02,2019-08,,,
13941,158,B02,2019-08,,,
13943,808,B02,2019-08,,,
13945,411,B02,2019-08,,,
13949,494,B02,2019-08,,,
13950,350,B02,2019-08,,,
13952,699,B02,2019-08,,,
13954,578,B02,2019-08,,,
13957,339,B02,2019-08,,,
13959,1004,B02,2019-08,,,
13963,389,B02,2019-08,,,
13964,800,B02,2019-08,,,
13969,575,B02,2019-08,,,
13975,269,B02,2019-08,,,
13977,420,B02,2019-08,,,
13984,441,B02,2019-08,,,
13994,411,B02,2019-08,,,
14001,419,B02,2019-08,,,
14017,874,B02,2019-08,,,
14018,237,B02,2019-08,,,
14020,883,B02,2019-08,,,
14021,366,B02,2019-08,,,
14022,492,B02,2019-08,,,
14027,415,B02,2019-08,,,
14048,431,B02,2019-08,,,
14054,367,B02,2019-08,,,
14055,397,B02,2019-08,,,
14058,456,B02,2019-08,,,
14073,906,B02,2019-08,,,
14081,285,B02,2019-08,,,
14083,339,B02,2019-08,,,
14088,498,B02,2019-08,,,
14093,1052,B02,2019-08,,,
14104,560,B02,2019-08,,,
14106,572,B02,2019-08,,,
14115,395,B02,2019-08,,,
14116,522,B02,2019-08,,,
14117,317,B02,2019-08,,,
14124,464,B02,2019-08,,,
14125,209,B02,2019-08,,,
14135,852,B02,2019-08,,,
14136,250,B02,2019-08,,,
14141,2330,B02,2019-08,,,
14145,337,B02,2019-08,,,
14149,198,B02,2019-08,,,
14156,634,B02,2019-08,,,
14158,1017,B02,2019-08,,,
14162,492,B02,2019-08,,,
14165,1030,B02,2019-08,,,
14169,679,B02,2019-08,,,
14172,227,B02,2019-08,,,
14174,289,B02,2019-08,,,
14175,907,B02,2019-08,,,
14179,581,B02,2019-08,,,
14183,392,B02,2019-08,,,
14184,269,B02,2019-08,,,
14185,1910,B02,2019-08,,,
14188,178,B02,2019-08,,,
14198,1126,B02,2019-08,,,
14200,228,B02,2019-08,,,
14219,703,B02,2019-08,,,
14220,285,B02,2019-08,,,
14228,242,B02,2019-08,,,
14229,766,B02,2019-08,,,
14241,387,B02,2019-08,,,
14248,1281,B02,2019-08,,,
14260,291,B02,2019-08,,,
14262,476,B02,2019-08,,,
14264,627,B02,2019-08,,,
14267,252,B02,2019-08,,,
14269,404,B02,2019-08,,,
14274,507,B02,2019-08,,,
14279,396,B02,2019-08,,,
14284,446,B02,2019-08,,,
14289,1200,B02,2019-08,,,
14291,1787,B02,2019-08,,,
14293,639,B02,2019-08,,,
14297,1014,B02,2019-08,,,
14305,0,B02,2019-08,,,
14310,486,B02,2019-08,,,
14312,399,B02,2019-08,,,
14320,204,B02,2019-08,,,
14324,245,B02,2019-08,,,
14326,2012,B02,2019-08,,,
14329,448,B02,2019-08,,,
14334,397,B02,2019-08,,,
14335,686,B02,2019-08,,,
14342,479,B02,2019-08,,,
14348,593,B02,2019-08,,,
14352,463,B02,2019-08,,,
14355,235,B02,2019-08,,,
14358,509,B02,2019-08,,,
14361,754,B02,2019-08,,,
14364,1086,B02,2019-08,,,
14367,1090,B02,2019-08,,,
14369,719,B02,2019-08,,,
14371,442,B02,2019-08,,,
14383,283,B02,2019-08,,,
14385,353,B02,2019-08,,,
14387,384,B02,2019-08,,,
14392,310,B02,2019-08,,,
14393,884,B02,2019-08,,,
14411,439,B02,2019-08,,,
14413,433,B02,2019-08,,,
14425,297,B02,2019-08,,,
14428,447,B02,2019-08,,,
14429,597,B02,2019-08,,,
14434,393,B02,2019-08,,,
14442,453,B02,2019-08,,,
14444,1474,B02,2019-08,,,
14446,351,B02,2019-08,,,
14455,920,B02,2019-08,,,
14462,249,B02,2019-08,,,
14465,256,B02,2019-08,,,
14468,702,B02,2019-08,,,
14471,486,B02,2019-08,,,
14474,270,B02,2019-08,,,
14475,404,B02,2019-08,,,
14476,0,B02,2019-08,,,
14482,250,B02,2019-08,,,
14491,433,B02,2019-08,,,
14494,581,B02,2019-08,,,
14495,449,B02,2019-08,,,
14501,430,B02,2019-08,,,
14503,235,B02,2019-08,,,
14504,744,B02,2019-08,,,
14512,732,B02,2019-08,,,
14514,1327,B02,2019-08,,,
14517,228,B02,2019-08,,,
14519,269,B02,2019-08,,,
14523,356,B02,2019-08,,,
14526,232,B02,2019-08,,,
14530,277,B02,2019-08,,,
14534,1243,B02,2019-08,,,
14535,354,B02,2019-08,,,
14538,1131,B02,2019-08,,,
14555,325,B02,2019-08,,,
14558,666,B02,2019-08,,,
14559,0,B02,2019-08,,,
14562,487,B02,2019-08,,,
14564,1184,B02,2019-08,,,
14568,277,B02,2019-08,,,
14578,1303,B02,2019-08,,,
14581,78,B02,2019-08,,,
14583,301,B02,2019-08,,,
14588,1236,B02,2019-08,,,
14599,498,B02,2019-08,,,
14601,389,B02,2019-08,,,
14607,276,B02,2019-08,,,
14613,556,B02,2019-08,,,
14614,488,B02,2019-08,,,
14618,1119,B02,2019-08,,,
14623,132,B02,2019-08,,,
14624,222,B02,2019-08,,,
14631,596,B02,2019-08,,,
14633,611,B02,2019-08,,,
14637,275,B02,2019-08,,,
14648,148,B02,2019-08,,,
14651,346,B02,2019-08,,,
14659,182,B02,2019-08,,,
14661,267,B02,2019-08,,,
14670,2372,B02,2019-08,,,
14677,754,B02,2019-08,,,
14681,708,B02,2019-08,,,
14682,798,B02,2019-08,,,
14684,447,B02,2019-08,,,
14693,484,B02,2019-08,,,
14694,377,B02,2019-08,,,
14700,700,B02,2019-08,,,
14708,626,B02,2019-08,,,
14713,605,B02,2019-08,,,
14722,385,B02,2019-08,,,
14728,1045,B02,2019-08,,,
14729,0,B02,2019-08,,,
14732,338,B02,2019-08,,,
14733,363,B02,2019-08,,,
14735,343,B02,2019-08,,,
14740,422,B02,2019-08,,,
14742,1219,B02,2019-08,,,
14757,416,B02,2019-08,,,
14762,1100,B02,2019-08,,,
14763,266,B02,2019-08,,,
14764,503,B02,2019-08,,,
14769,395,B02,2019-08,,,
14772,299,B02,2019-08,,,
14774,260,B02,2019-08,,,
14781,210,B02,2019-08,,,
14787,499,B02,2019-08,,,
14791,909,B02,2019-08,,,
14797,268,B02,2019-08,,,
14798,335,B02,2019-08,,,
14803,206,B02,2019-08,,,
14810,323,B02,2019-08,,,
14815,144,B02,2019-08,,,
14817,502,B02,2019-08,,,
14819,476,B02,2019-08,,,
14821,244,B02,2019-08,,,
14822,428,B02,2019-08,,,
14829,291,B02,2019-08,,,
14831,466,B02,2019-08,,,
14838,454,B02,2019-08,,,
14846,357,B02,2019-08,,,
14848,611,B02,2019-08,,,
14849,900,B02,2019-08,,,
14854,370,B02,2019-08,,,
14860,259,B02,2019-08,,,
14865,907,B02,2019-08,,,
14873,1128,B02,2019-08,,,
14878,631,B02,2019-08,,,
14882,676,B02,2019-08,,,
14889,368,B02,2019-08,,,
14894,590,B02,2019-08,,,
14901,269,B02,2019-08,,,
14902,302,B02,2019-08,,,
14907,248,B02,2019-08,,,
14911,242,B02,2019-08,,,
14914,551,B02,2019-08,,,
14915,613,B02,2019-08,,,
14916,697,B02,2019-08,,,
14918,648,B02,2019-08,,,
14920,233,B02,2019-08,,,
14933,1036,B02,2019-08,,,
14941,310,B02,2019-08,,,
14942,371,B02,2019-08,,,
14945,595,B02,2019-08,,,
14946,353,B02,2019-08,,,
14947,846,B02,2019-08,,,
14954,518,B02,2019-08,,,
14956,388,B02,2019-08,,,
14959,225,B02,2019-08,,,
14961,462,B02,2019-08,,,
14971,506,B02,2019-08,,,
14974,298,B02,2019-08,,,
14975,0,B02,2019-08,,,
14977,696,B02,2019-08,,,
14982,489,B02,2019-08,,,
14992,434,B02,2019-08,,,
14994,513,B02,2019-08,,,
15000,354,B02,2019-08,,,
15001,118,B02,2019-08,,,
15007,465,B02,2019-08,,,
15013,327,B02,2019-08,,,
15014,337,B02,2019-08,,,
15020,667,B02,2019-08,,,
15021,331,B02,2019-08,,,
15022,350,B02,2019-08,,,
15023,513,B02,2019-08,,,
15031,535,B02,2019-08,,,
15033,202,B02,2019-08,,,
15035,424,B02,2019-08,,,
15041,412,B02,2019-08,,,
15046,371,B02,2019-08,,,
15048,485,B02,2019-08,,,
15051,456,B02,2019-08,,,
15053,621,B02,2019-08,,,
15057,276,B02,2019-08,,,
15058,230,B02,2019-08,,,
15070,947,B02,2019-08,,,
15077,298,B02,2019-08,,,
15080,273,B02,2019-08,,,
15094,625,B02,2019-08,,,
15095,236,B02,2019-08,,,
15097,1086,B02,2019-08,,,
15102,451,B02,2019-08,,,
15103,621,B02,2019-08,,,
15104,297,B02,2019-08,,,
15107,569,B02,2019-08,,,
15111,1264,B02,2019-08,,,
15123,307,B02,2019-08,,,
15128,185,B02,2019-08,,,
15130,273,B02,2019-08,,,
15131,1238,B02,2019-08,,,
15134,531,B02,2019-08,,,
15139,267,B02,2019-08,,,
15144,569,B02,2019-08,,,
15150,294,B02,2019-08,,,
15158,259,B02,2019-08,,,
15159,1387,B02,2019-08,,,
15164,225,B02,2019-08,,,
15174,389,B02,2019-08,,,
15175,595,B02,2019-08,,,
15181,262,B02,2019-08,,,
15183,243,B02,2019-08,,,
15194,0,B02,2019-08,,,
15198,183,B02,2019-08,,,
15200,298,B02,2019-08,,,
15204,536,B02,2019-08,,,
15208,271,B02,2019-08,,,
15210,753,B02,2019-08,,,
15215,439,B02,2019-08,,,
15221,1020,B02,2019-08,,,
15224,258,B02,2019-08,,,
15231,387,B02,2019-08,,,
15236,210,B02,2019-08,,,
15247,275,B02,2019-08,,,
15258,164,B02,2019-08,,,
15260,330,B02,2019-08,,,
15264,526,B02,2019-08,,,
15265,1209,B02,2019-08,,,
15271,245,B02,2019-08,,,
15277,611,B02,2019-08,,,
15281,631,B02,2019-08,,,
15283,296,B02,2019-08,,,
15285,294,B02,2019-08,,,
15295,513,B02,2019-08,,,
15301,0,B02,2019-08,,,
15302,360,B02,2019-08,,,
15303,222,B02,2019-08,,,
15313,254,B02,2019-08,,,
15322,448,B02,2019-08,,,
15330,435,B02,2019-08,,,
15333,251,B02,2019-08,,,
15334,298,B02,2019-08,,,
15339,479,B02,2019-08,,,
15347,464,B02,2019-08,,,
15349,940,B02,2019-08,,,
15354,248,B02,2019-08,,,
15363,316,B02,2019-08,,,
15366,102,B02,2019-08,,,
15373,475,B02,2019-08,,,
15378,487,B02,2019-08,,,
15380,363,B02,2019-08,,,
15384,357,B02,2019-08,,,
15385,319,B02,2019-08,,,
15387,385,B02,2019-08,,,
15400,166,B02,2019-08,,,
15403,514,B02,2019-08,,,
15404,662,B02,2019-08,,,
15407,514,B02,2019-08,,,
15414,398,B02,2019-08,,,
15416,297,B02,2019-08,,,
15422,221,B02,2019-08,,,
15447,344,B02,2019-08,,,
15449,660,B02,2019-08,,,
15456,330,B02,2019-08,,,
15458,751,B02,2019-08,,,
15459,235,B02,2019-08,,,
15468,1386,B02,2019-08,,,
15470,429,B02,2019-08,,,
15478,365,B02,2019-08,,,
15481,929,B02,2019-08,,,
15494,398,B02,2019-08,,,
15496,956,B02,2019-08,,,
15497,461,B02,2019-08,,,
15499,284,B02,2019-08,,,
15501,701,B02,2019-08,,,
15509,233,B02,2019-08,,,
15533,487,B02,2019-08,,,
15534,397,B02,2019-08,,,
15537,406,B02,2019-08,,,
15546,186,B02,2019-08,,,
15550,378,B02,2019-08,,,
15559,570,B02,2019-08,,,
15560,617,B02,2019-08,,,
15562,362,B02,2019-08,,,
15564,417,B02,2019-08,,,
15567,632,B02,2019-08,,,
15569,375,B02,2019-08,,,
15578,235,B02,2019-08,,,
15593,441,B02,2019-08,,,
15602,515,B02,2019-08,,,
15606,484,B02,2019-08,,,
15609,278,B02,2019-08,,,
15610,309,B02,2019-08,,,
15613,0,B02,2019-08,,,
15619,308,B02,2019-08,,,
15628,320,B02,2019-08,,,
15630,587,B02,2019-08,,,
15632,661,B02,2019-08,,,
15640,434,B02,2019-08,,,
15643,423,B02,2019-08,,,
15645,969,B02,2019-08,,,
15658,460,B02,2019-08,,,
15659,247,B02,2019-08,,,
15675,1426,B02,2019-08,,,
15679,367,B02,2019-08,,,
15683,0,B02,2019-08,,,
15684,397,B02,2019-08,,,
15686,172,B02,2019-08,,,
15687,316,B02,2019-08,,,
15691,868,B02,2019-08,,,
15693,279,B02,2019-08,,,
15698,379,B02,2019-08,,,
15703,638,B02,2019-08,,,
15722,531,B02,2019-08,,,
15725,262,B02,2019-08,,,
15729,673,B02,2019-08,,,
15734,497,B02,2019-08,,,
15736,409,B02,2019-08,,,
15762,2015,B02,2019-08,,,
15771,344,B02,2019-08,,,
15773,930,B02,2019-08,,,
15779,369,B02,2019-08,,,
15783,470,B02,2019-08,,,
15784,513,B02,2019-08,,,
15789,290,B02,2019-08,,,
15794,304,B02,2019-08,,,
15796,424,B02,2019-08,,,
15798,790,B02,2019-08,,,
15800,1111,B02,2019-08,,,
15802,609,B02,2019-08,,,
15809,418,B02,2019-08,,,
15812,309,B02,2019-08,,,
15822,366,B02,2019-08,,,
15828,299,B02,2019-08,,,
15834,332,B02,2019-08,,,
15836,547,B02,2019-08,,,
15844,456,B02,2019-08,,,
15854,512,B02,2019-08,,,
15855,174,B02,2019-08,,,
15859,679,B02,2019-08,,,
15862,985,B02,2019-08,,,
15869,452,B02,2019-08,,,
15874,632,B02,2019-08,,,
15890,613,B02,2019-08,,,
15896,468,B02,2019-08,,,
15900,81,B02,2019-08,,,
15903,340,B02,2019-08,,,
15912,368,B02,2019-08,,,
15914,2017,B02,2019-08,,,
15918,973,B02,2019-08,,,
15933,327,B02,2019-08,,,
15936,298,B02,2019-08,,,
15938,274,B02,2019-08,,,
15942,363,B02,2019-08,,,
15945,370,B02,2019-08,,,
15947,134,B02,2019-08,,,
15954,702,B02,2019-08,,,
15958,817,B02,2019-08,,,
15959,417,B02,2019-08,,,
15963,536,B02,2019-08,,,
15975,334,B02,2019-08,,,
15976,354,B02,2019-08,,,
15986,356,B02,2019-08,,,
15987,396,B02,2019-08,,,
15988,428,B02,2019-08,,,
15995,730,B02,2019-08,,,
15997,193,B02,2019-08,,,
16005,509,B02,2019-08,,,
16009,1238,B02,2019-08,,,
16014,490,B02,2019-08,,,
16016,372,B02,2019-08,,,
16019,411,B02,2019-08,,,
16020,342,B02,2019-08,,,
16025,927,B02,2019-08,,,
16030,1012,B02,2019-08,,,
16034,248,B02,2019-08,,,
16041,0,B02,2019-08,,,
16043,550,B02,2019-08,,,
16047,366,B02,2019-08,,,
16051,378,B02,2019-08,,,
16053,202,B02,2019-08,,,
16054,194,B02,2019-08,,,
16055,293,B02,2019-08,,,
16058,447,B02,2019-08,,,
16064,2823,B02,2019-08,,,
16069,562,B02,2019-08,,,
16076,369,B02,2019-08,,,
16085,406,B02,2019-08,,,
16090,206,B02,2019-08,,,
16100,299,B02,2019-08,,,
16103,415,B02,2019-08,,,
16108,726,B02,2019-08,,,
16112,1230,B02,2019-08,,,
16116,223,B02,2019-08,,,
16117,580,B02,2019-08,,,
16118,603,B02,2019-08,,,
16124,605,B02,2019-08,,,
16125,596,B02,2019-08,,,
16126,278,B02,2019-08,,,
16129,682,B02,2019-08,,,
16130,1453,B02,2019-08,,,
16131,284,B02,2019-08,,,
16136,155,B02,2019-08,,,
16148,166,B02,2019-08,,,
16153,326,B02,2019-08,,,
16155,295,B02,2019-08,,,
16156,0,B02,2019-08,,,
16166,1508,B02,2019-08,,,
16167,993,B02,2019-08,,,
16175,508,B02,2019-08,,,
16178,507,B02,2019-08,,,
16180,1013,B02,2019-08,,,
16183,249,B02,2019-08,,,
16186,556,B02,2019-08,,,
16195,324,B02,2019-08,,,
16199,222,B02,2019-08,,,
16200,445,B02,2019-08,,,
16204,429,B02,2019-08,,,
16213,460,B02,2019-08,,,
16217,422,B02,2019-08,,,
16223,242,B02,2019-08,,,
16226,496,B02,2019-08,,,
16227,194,B02,2019-08,,,
16232,508,B02,2019-08,,,
16237,334,B02,2019-08,,,
16238,437,B02,2019-08,,,
16239,1350,B02,2019-08,,,
16244,292,B02,2019-08,,,
16255,1090,B02,2019-08,,,
16258,791,B02,2019-08,,,
16259,229,B02,2019-08,,,
16266,804,B02,2019-08,,,
16274,195,B02,2019-08,,,
16283,444,B02,2019-08,,,
16290,287,B02,2019-08,,,
16292,357,B02,2019-08,,,
16295,417,B02,2019-08,,,
16308,325,B02,2019-08,,,
16319,525,B02,2019-08,,,
16333,338,B02,2019-08,,,
16354,408,B02,2019-08,,,
16360,213,B02,2019-08,,,
16372,172,B02,2019-08,,,
16385,511,B02,2019-08,,,
16387,658,B02,2019-08,,,
16390,399,B02,2019-08,,,
16396,307,B02,2019-08,,,
16401,864,B02,2019-08,,,
16402,302,B02,2019-08,,,
16406,294,B02,2019-08,,,
16409,233,B02,2019-08,,,
16412,484,B02,2019-08,,,
16415,574,B02,2019-08,,,
16422,181,B02,2019-08,,,
16428,207,B02,2019-08,,,
16433,1232,B02,2019-08,,,
16443,460,B02,2019-08,,,
16447,453,B02,2019-08,,,
16448,523,B02,2019-08,,,
16451,227,B02,2019-08,,,
16460,240,B02,2019-08,,,
16468,196,B02,2019-08,,,
16476,428,B02,2019-08,,,
16479,545,B02,2019-08,,,
16480,518,B02,2019-08,,,
16483,420,B02,2019-08,,,
16485,1781,B02,2019-08,,,
16489,1037,B02,2019-08,,,
16495,694,B02,2019-08,,,
16498,436,B02,2019-08,,,
16508,338,B02,2019-08,,,
16515,379,B02,2019-08,,,
16516,271,B02,2019-08,,,
16517,560,B02,2019-08,,,
16518,696,B02,2019-08,,,
16521,1060,B02,2019-08,,,
16522,325,B02,2019-08,,,
16525,393,B02,2019-08,,,
16528,590,B02,2019-08,,,
16529,582,B02,2019-08,,,
16533,320,B02,2019-08,,,
16534,217,B02,2019-08,,,
16536,1036,B02,2019-08,,,
16546,417,B02,2019-08,,,
16549,476,B02,2019-08,,,
16551,668,B02,2019-08,,,
16552,706,B02,2019-08,,,
16559,378,B02,2019-08,,,
16564,1816,B02,2019-08,,,
16566,1041,B02,2019-08,,,
16574,331,B02,2019-08,,,
16575,919,B02,2019-08,,,
16584,164,B02,2019-08,,,
16585,490,B02,2019-08,,,
16589,224,B02,2019-08,,,
16597,731,B02,2019-08,,,
16600,493,B02,2019-08,,,
16602,171,B02,2019-08,,,
16605,459,B02,2019-08,,,
16610,1396,B02,2019-08,,,
16611,277,B02,2019-08,,,
16616,306,B02,2019-08,,,
16620,167,B02,2019-08,,,
16621,329,B02,2019-08,,,
16623,1000,B02,2019-08,,,
16635,458,B02,2019-08,,,
16639,527,B02,2019-08,,,
16642,718,B02,2019-08,,,
16645,273,B02,2019-08,,,
16654,306,B02,2019-08,,,
16662,244,B02,2019-08,,,
16666,923,B02,2019-08,,,
16667,248,B02,2019-08,,,
16669,305,B02,2019-08,,,
16672,130,B02,2019-08,,,
16673,1008,B02,2019-08,,,
16675,394,B02,2019-08,,,
16676,351,B02,2019-08,,,
16679,508,B02,2019-08,,,
16680,426,B02,2019-08,,,
16693,199,B02,2019-08,,,
16696,240,B02,2019-08,,,
16698,575,B02,2019-08,,,
16699,273,B02,2019-08,,,
16700,655,B02,2019-08,,,
16712,319,B02,2019-08,,,
16720,1741,B02,2019-08,,,
16730,419,B02,2019-08,,,
16732,637,B02,2019-08,,,
16746,414,B02,2019-08,,,
16758,173,B02,2019-08,,,
16768,1212,B02,2019-08,,,
16770,343,B02,2019-08,,,
16772,413,B02,2019-08,,,
16775,355,B02,2019-08,,,
16776,1253,B02,2019-08,,,
16778,1677,B02,2019-08,,,
16792,764,B02,2019-08,,,
16794,169,B02,2019-08,,,
16797,670,B02,2019-08,,,
16802,262,B02,2019-08,,,
16803,242,B02,2019-08,,,
16823,652,B02,2019-08,,,
16834,419,B02,2019-08,,,
16838,489,B02,2019-08,,,
16840,483,B02,2019-08,,,
16850,303,B02,2019-08,,,
16870,500,B02,2019-08,,,
16871,340,B02,2019-08,,,
16880,330,B02,2019-08,,,
16888,270,B02,2019-08,,,
16892,2049,B02,2019-08,,,
16896,282,B02,2019-08,,,
16911,516,B02,2019-08,,,
16912,435,B02,2019-08,,,
16921,239,B02,2019-08,,,
16928,252,B02,2019-08,,,
16940,377,B02,2019-08,,,
16942,103,B02,2019-08,,,
16943,269,B02,2019-08,,,
16950,451,B02,2019-08,,,
16957,324,B02,2019-08,,,
16959,502,B02,2019-08,,,
16962,343,B02,2019-08,,,
16965,136,B02,2019-08,,,
16968,242,B02,2019-08,,,
16973,445,B02,2019-08,,,
16987,251,B02,2019-08,,,
16993,1715,B02,2019-08,,,
16999,473,B02,2019-08,,,
17003,280,B02,2019-08,,,
17016,722,B02,2019-08,,,
17017,535,B02,2019-08,,,
17037,229,B02,2019-08,,,
17049,417,B02,2019-08,,,
17052,774,B02,2019-08,,,
17053,1154,B02,2019-08,,,
17057,546,B02,2019-08,,,
17075,840,B02,2019-08,,,
17080,307,B02,2019-08,,,
17087,354,B02,2019-08,,,
17088,679,B02,2019-08,,,
17089,454,B02,2019-08,,,
17093,349,B02,2019-08,,,
17096,656,B02,2019-08,,,
